x,y
395208,6898949
395245,6898953
395174,6898921
395178,6898941
395307,6899132
395192,6898927
394952,6899330
395083,6899123
395053,6899238
395054,6899193
395136,6899132
395067,6899155
395117,6898984
395024,6899338
395132,6899008
395084,6899276
395130,6899057
395143,6899060
395086,6899240
395090,6899317
395029,6898567
395060,6899179
395081,6899083
394345,6898708
394343,6899120
394441,6899071
394336,6898608
394402,6899067
394514,6898902
394361,6899057
394344,6899024
394377,6899012
394356,6898721
394398,6899046
394302,6898656
394358,6899039
394473,6898924
394421,6899038
394680,6898808
394975,6899112
393569,6898763
393754,6898646
394135,6898695
394161,6898712
394145,6898682
394211,6898702
394248,6898701
394178,6898789
394318,6898711
394282,6898714
394199,6898799
394199,6898735
394287,6898678
394312,6899103
394380,6899074
394383,6899040
393157,6899029
393114,6898987
393150,6898980
393188,6899071
393203,6899041
393453,6898539
393385,6899159
392174,6899067
393402,6899192
393589,6898802
393578,6898749
393569,6898806
393730,6898676
393776,6898671
392294,6899250
392305,6899280
392309,6899297
392288,6899071
392484,6898662
392558,6898947
392893,6898701
392872,6898718
392791,6898666
392815,6898664
392798,6898683
392867,6898685
392965,6898698
393175,6899046
393195,6898989
393264,6899214
392030,6898866
392011,6898896
392055,6898874
392001,6898946
391963,6898770
392099,6898887
392099,6898936
392108,6899175
392133,6899087
392156,6899034
392134,6898902
392209,6899058
392215,6899073
392225,6899084
392277,6899247
392166,6898963
390981,6898638
391147,6898801
391252,6899057
391083,6898782
391275,6899129
391124,6898764
391177,6898871
391067,6898802
391119,6898814
391276,6899108
391474,6898970
391481,6898993
392045,6898602
392023,6898554
391965,6898868
392106,6899153
389540,6898928
389573,6898915
389744,6898603
389741,6898681
389779,6898612
390200,6899270
390147,6899257
390623,6899369
390776,6898823
390831,6898824
390871,6898611
390726,6899302
390742,6899282
390896,6898643
389066,6898995
389087,6899381
389030,6898976
389235,6898592
389044,6899303
389076,6899360
389094,6899001
389268,6898999
389111,6898797
389258,6898588
389306,6898576
389338,6898591
389320,6898593
389303,6899015
389566,6898930
388827,6898616
388844,6898942
388636,6898841
388713,6899006
388698,6899028
388878,6898612
388926,6898956
388932,6899016
388982,6899027
388883,6898989
388893,6898645
388851,6898628
388915,6899043
388850,6898592
388877,6898950
388344,6898600
388272,6898625
388379,6898620
388306,6898595
388317,6898658
388359,6898637
388237,6899329
388364,6898647
388344,6898626
388297,6898628
388322,6898622
388279,6898594
388706,6898977
388186,6898893
388408,6898621
388325,6898593
397901,6897788
397893,6897822
397881,6897824
397858,6897833
397923,6897916
397776,6898391
397723,6898494
397706,6898441
397743,6898390
397637,6897711
397717,6898468
397604,6897860
397696,6898330
397681,6898405
397685,6898476
397711,6898411
397713,6898349
397692,6898357
397849,6897694
397642,6897689
397888,6897839
397258,6898429
397441,6897706
397584,6897814
397586,6897799
397485,6897701
397600,6897920
397723,6898386
397797,6897748
397809,6897789
397791,6898371
397672,6898434
397761,6898425
397779,6897738
397800,6897842
396725,6898402
396697,6898242
396714,6898293
396985,6898283
396970,6898237
397185,6898256
397031,6897950
397050,6897957
397080,6897962
397062,6897922
397206,6898284
397284,6898422
397219,6898252
395646,6898425
395707,6898462
395689,6898411
395755,6898376
395633,6898460
395734,6898372
395707,6898370
395708,6898504
395732,6898501
395760,6898499
395693,6898512
396733,6898225
396748,6898284
396724,6898262
396720,6898434
396686,6898219
396696,6898414
395123,6898519
395071,6898493
395179,6898498
395316,6897716
395167,6898464
395220,6897817
395182,6898510
395170,6898513
395270,6897747
395275,6897712
395662,6898406
395677,6898489
395740,6898510
395656,6898420
395720,6898351
394482,6898341
394335,6898218
394465,6898209
394492,6898327
394374,6898196
394437,6898255
394510,6898186
394451,6898216
394356,6898199
394506,6898163
394548,6898169
394454,6898189
394978,6898448
395100,6898519
395088,6898525
395095,6898500
395153,6898506
394034,6898018
393961,6897901
394069,6898065
394005,6897993
394051,6898041
394108,6898090
394034,6897995
393767,6898244
394010,6898035
394299,6898204
394320,6898232
394328,6898186
394490,6898172
394478,6898177
394439,6898194
394344,6898165
393638,6897771
393510,6897823
393515,6897948
393579,6897874
393786,6898257
393894,6898285
393793,6898207
393800,6898257
393979,6897923
394079,6898046
393942,6897915
394085,6897983
393993,6898027
393968,6897930
394093,6898019
393018,6898368
393437,6898514
393493,6898005
393362,6898459
393453,6898498
393494,6897968
393388,6898474
393746,6898216
393617,6897890
393613,6897873
393522,6897964
393530,6897983
393507,6897921
393635,6897802
393522,6897824
393538,6898028
392876,6898319
392973,6898343
392848,6897862
392842,6897744
393036,6898350
392971,6898389
393011,6898385
393021,6898321
392954,6898303
393067,6898363
392996,6898326
392996,6898387
391928,6898310
392072,6898304
392052,6898356
391898,6898317
391956,6898325
391967,6898297
392022,6898522
392448,6898508
392439,6898511
392338,6897759
392434,6898538
392837,6898371
392937,6898360
392923,6898408
392912,6898431
391669,6898129
391657,6898077
391608,6898079
391580,6898081
391768,6898144
391783,6898131
392022,6898381
391981,6898275
391946,6898284
392036,6898346
392031,6898301
392091,6898348
391995,6898510
391935,6898401
391929,6898365
391995,6898539
391146,6897954
391195,6897784
391206,6897775
391093,6898013
391151,6897736
391125,6897992
391117,6897963
391197,6897805
391088,6897987
391193,6898006
391147,6897973
391221,6897785
391409,6897741
391653,6898063
391639,6898121
391607,6898094
390172,6897827
390221,6898479
390173,6897767
390118,6898365
390158,6898389
390177,6898417
390214,6898377
390175,6898454
390271,6897977
390258,6898310
390343,6897749
390373,6897748
390247,6898331
390320,6897758
390290,6898013
390173,6898250
390115,6898107
390181,6897901
390170,6898494
390217,6898453
390125,6898460
390167,6898431
390091,6898091
390179,6898229
390151,6897862
390189,6898345
390140,6897893
390151,6897759
390114,6898075
390082,6898080
390130,6898143
390073,6897757
389894,6897751
389842,6897769
390069,6898416
390050,6898188
390047,6897748
390148,6898528
390101,6898118
390092,6898066
390121,6897786
390144,6897812
390072,6897862
390156,6897773
390190,6898316
390186,6898210
390206,6898425
390128,6897753
389379,6898426
389532,6898089
389423,6898517
389541,6898099
389568,6898108
389819,6898243
389801,6897746
389827,6898319
389780,6898286
389817,6898289
389903,6897783
390037,6898171
389853,6897749
390034,6898183
389862,6898305
389273,6898357
389351,6898416
389354,6898354
389332,6898489
389378,6898404
389351,6898490
389315,6898549
389372,6898226
389355,6898538
389272,6898533
389390,6898246
389387,6898398
389304,6898486
389336,6898384
389314,6898325
388350,6898154
388381,6898126
388288,6898573
388655,6898398
388681,6898362
388667,6898377
388726,6898353
388734,6898395
388752,6898344
389096,6898484
389400,6898229
397895,6897579
397744,6897589
397661,6897077
397827,6897680
397828,6897595
397816,6897610
397602,6897543
397650,6897050
397994,6897623
397660,6897656
397864,6897658
397862,6897187
397869,6897562
397976,6897604
397878,6897608
397853,6897619
397957,6897583
397475,6897518
397604,6897590
397469,6897679
397639,6897590
397792,6897138
397803,6897662
397782,6897651
397761,6897640
397793,6897608
397840,6897174
397641,6897576
397801,6897419
397757,6897529
397600,6897575
397776,6897479
397745,6897549
397628,6897567
397774,6897595
396808,6897233
397075,6897360
397303,6897266
397248,6897352
397251,6897136
397367,6897038
397282,6897317
397271,6897166
397242,6897288
397210,6897332
397281,6897188
397264,6897210
397318,6897228
397246,6897257
397423,6897662
397519,6897602
396701,6897190
396748,6897166
396762,6897233
396667,6897548
396697,6897128
396771,6897218
396680,6897589
396544,6897178
396656,6897577
396847,6897221
396813,6897246
396855,6897244
395978,6897087
395989,6896911
396280,6897164
396276,6896950
396263,6896931
396361,6897029
396533,6897113
396420,6897021
396406,6897035
396651,6897178
396654,6897615
395768,6897175
395888,6896927
395869,6896975
395857,6897094
395908,6897165
395880,6896906
395862,6897049
395855,6897118
395865,6896887
395856,6897140
395864,6896993
395931,6897165
395474,6897517
395855,6897073
395922,6897142
395985,6896884
395488,6897365
395679,6897140
395568,6897151
395638,6897119
395685,6897461
395677,6897108
395677,6897491
395742,6897167
395682,6897436
395648,6897494
395634,6897423
395772,6897139
395668,6897398
395667,6897123
395217,6897324
395154,6897338
395318,6897518
395218,6897438
395438,6897464
395414,6897484
395449,6897491
395392,6897364
395474,6897453
395412,6897471
395402,6897432
395396,6897560
395243,6897554
395365,6897486
395268,6897440
395335,6897627
395319,6897457
395179,6897520
395245,6897265
395353,6897416
395192,6897598
395228,6897517
395237,6897401
395170,6897236
395258,6897558
395292,6897465
395144,6897522
395268,6897399
395155,6897413
395255,6897452
395349,6897635
395301,6897665
395202,6897629
395213,6897250
395167,6897312
395286,6897620
395207,6897347
395147,6897645
395384,6897404
395256,6897683
395324,6897558
395261,6897329
395244,6897642
395162,6897374
395219,6897304
395217,6897270
395159,6897465
395244,6897598
395268,6897296
395274,6897468
395174,6897598
395335,6897544
395261,6897268
395165,6897540
395237,6897067
395327,6897408
395175,6897619
395260,6897381
395164,6897439
395248,6897622
395208,6897671
395340,6897492
395311,6897296
395315,6897387
395190,6897661
395307,6897265
395234,6897576
395291,6897300
395295,6897446
395160,6897285
395293,6897062
395197,6897374
395308,6897053
395151,6897622
395140,6897327
395167,6897658
395334,6897078
395149,6897317
395245,6897377
395286,6897265
395319,6897430
395369,6897424
395321,6897074
395141,6897426
395267,6897353
395249,6897663
395360,6897428
395382,6897385
395281,6897598
395364,6897444
395240,6897085
395163,6897484
395124,6897346
394997,6897373
395104,6897627
394985,6897526
395061,6897513
395122,6897421
395079,6897561
395066,6897382
395094,6897386
395028,6897379
395003,6897398
395246,6897309
395222,6897368
395307,6897695
395187,6897578
395299,6897642
395098,6897445
395082,6897629
395131,6897388
395038,6897008
395025,6897284
394979,6897246
395025,6897457
395063,6897469
395018,6896990
395098,6897478
395116,6897474
395122,6897572
395089,6897512
395135,6897481
395094,6897460
395037,6897397
395046,6897437
394947,6897240
394936,6897584
394912,6897532
394969,6897492
394747,6896941
394955,6897328
394963,6897279
394914,6897234
394998,6897509
395069,6897005
395023,6897524
395016,6897565
394988,6897087
395067,6897439
395049,6897550
394915,6897446
394942,6897509
394895,6897313
394899,6897619
394913,6897320
394955,6897356
394955,6897303
394901,6897263
394974,6897378
394937,6897534
394976,6897557
394927,6897616
394899,6897288
394951,6897485
394924,6897295
394228,6897446
394164,6897453
394509,6897465
394547,6897527
394526,6897517
394552,6897467
394531,6897467
394647,6897476
394596,6897472
394623,6897474
394571,6897518
394670,6897465
394575,6897470
394719,6896920
394606,6897449
393885,6897522
393808,6897247
393849,6897255
394087,6897409
393916,6897555
394133,6897433
394158,6897499
394244,6897443
393235,6896944
393202,6897012
393316,6896966
393141,6897429
393328,6896956
393240,6896921
393112,6897443
393126,6897399
393118,6897369
393399,6897395
393414,6897384
393544,6897357
393572,6897615
393555,6897616
393878,6897502
392889,6896939
392720,6897119
392707,6897002
392848,6896979
392822,6897012
392904,6896942
392870,6897020
392715,6897647
392811,6896906
392876,6896929
393103,6897461
393086,6897427
393087,6897409
393104,6897380
392531,6897343
392555,6897556
392616,6897475
392565,6897594
392550,6897401
392671,6897570
392571,6897537
392614,6897554
392524,6897289
392585,6897576
392672,6897083
392692,6897051
392802,6896931
392849,6896944
392579,6897488
392575,6897299
392625,6897524
392595,6897325
392643,6897066
392649,6897048
392644,6897533
392570,6897626
392569,6897352
392570,6897579
392566,6897492
392656,6897565
392552,6897526
392623,6897428
392634,6897565
392493,6897424
392497,6897475
392478,6897454
392508,6897456
392459,6897509
392459,6897599
392358,6897710
392496,6897514
392511,6897561
392444,6897564
392418,6897500
392501,6897395
392416,6897245
392470,6897588
392512,6897367
392391,6897483
392323,6897716
392060,6897452
391880,6897484
391893,6897432
392069,6897406
392012,6897278
392087,6897470
391985,6897449
392016,6897303
392041,6897403
392164,6897121
392123,6897410
392118,6897368
392156,6897134
392138,6897147
392124,6897399
391795,6897203
391740,6897270
391789,6897383
391768,6897373
391868,6897499
391705,6897429
391744,6897224
391797,6897271
391783,6897299
391783,6897335
391772,6897348
392110,6897423
391983,6897300
391993,6897318
392020,6897452
391956,6897445
392090,6897133
391535,6897362
391497,6897372
391605,6897427
391627,6897372
391550,6897378
391633,6897421
391669,6897371
391581,6897364
391598,6897410
391714,6897369
391736,6897343
391796,6897446
391835,6897290
391746,6897192
391791,6897240
391765,6897428
391727,6897329
391871,6897372
391029,6896956
391189,6897187
391279,6896963
391105,6897275
391053,6897356
391232,6896967
391069,6896942
391078,6896969
391250,6896977
391345,6897022
391377,6896916
391615,6897399
390948,6897478
391047,6897433
390933,6897197
391016,6897159
390933,6897333
391014,6897064
390950,6897120
390898,6897104
390911,6897450
390928,6897113
390885,6897182
391024,6897401
390903,6897186
390916,6897230
390890,6897413
390964,6897153
390940,6896923
390991,6897378
390956,6897355
390894,6897221
390943,6897147
390914,6897144
390896,6897310
390897,6897265
390888,6897484
390976,6897325
390930,6897497
391024,6897480
390982,6897126
390927,6897689
390947,6897242
390901,6897363
390669,6897021
390719,6897703
390733,6897259
390749,6897241
390645,6897251
390850,6897000
390673,6897579
390802,6897091
390860,6897102
390955,6897510
390666,6897307
390730,6896965
390882,6896922
391039,6897135
390835,6897194
390790,6897018
390879,6897607
390772,6897278
390870,6897076
390845,6897286
390779,6897318
390756,6897299
390866,6897172
390694,6897160
390726,6897187
390791,6897440
390833,6897032
390664,6897214
390675,6897718
390698,6897244
390698,6897323
390876,6897204
390819,6897235
390837,6897572
390851,6897555
390793,6897398
390746,6897199
390826,6896927
390736,6897341
390663,6897171
390710,6897226
390851,6897385
390657,6897641
390670,6897594
390843,6897173
390649,6897707
390824,6897330
390723,6897284
390851,6897131
390678,6897088
390746,6897321
390836,6897449
390831,6897090
390813,6897123
390829,6897211
390719,6896990
390688,6897632
390797,6897222
390782,6897485
390675,6897602
390779,6897378
390881,6897337
390782,6897099
390785,6897344
390871,6897445
390771,6897210
390841,6897417
390763,6897162
390869,6897357
390806,6897268
390761,6897122
390811,6897048
390840,6897066
390657,6897231
390669,6897149
390859,6897222
390792,6897123
390757,6897353
390721,6897046
390683,6897283
390642,6897083
390592,6897347
390510,6897122
390794,6897288
390790,6897163
390875,6897221
390824,6897400
390834,6897307
390877,6897254
390765,6897097
390685,6897392
390854,6897242
390641,6897165
390697,6897081
390792,6897466
390711,6897303
390852,6897583
390566,6897668
390635,6897672
390534,6897530
390549,6897228
390587,6897223
390624,6897200
390573,6897301
390612,6897310
390501,6897171
390628,6897105
390482,6896924
390527,6897075
390549,6897341
390607,6897597
390541,6897698
390473,6897165
390602,6897153
390535,6897319
390624,6897050
390592,6897673
390522,6896923
390529,6897040
390575,6896953
390531,6896971
390529,6897391
390577,6897614
390602,6897264
390559,6897185
390632,6897139
390576,6897723
390595,6897626
390549,6897682
390490,6897642
390484,6897721
390611,6897243
390496,6897268
390580,6897333
390551,6897115
390556,6896960
390530,6897182
390498,6897074
390612,6897134
390496,6897610
390549,6897512
390475,6897235
390586,6897116
390581,6897158
390501,6897693
390568,6897704
390532,6897274
390635,6897269
390527,6897615
390479,6896979
390526,6897057
390493,6897191
390588,6897693
390615,6897223
390514,6897293
390538,6897111
390590,6897571
390258,6897046
390418,6897159
390462,6897315
390360,6896963
390356,6897000
390278,6897121
390299,6897316
390256,6897196
390543,6897134
390323,6897025
390491,6897020
390599,6897039
390290,6897077
390508,6897664
390431,6897054
390302,6897012
390242,6897249
390350,6897021
390358,6896974
390233,6897034
390440,6897203
390387,6896964
390264,6897025
390452,6897396
390267,6897303
390340,6897358
390432,6897131
390258,6897000
390273,6897014
390342,6897245
390262,6897156
390403,6897019
390380,6897024
390256,6897691
390244,6897012
390295,6896997
390393,6897041
390138,6897563
390249,6897721
390374,6896946
390297,6897408
390464,6897648
390315,6897314
390280,6897161
390266,6897709
390261,6897376
390321,6897370
390267,6897254
390228,6897185
390292,6897031
390302,6897146
390382,6897688
390463,6897189
390300,6896957
390327,6897712
390304,6897236
390249,6897288
390452,6897217
390459,6897359
390448,6897655
390460,6897036
390439,6897712
390248,6897272
390404,6897121
390369,6897374
390359,6897705
390290,6897710
390131,6897491
390386,6897159
390441,6897161
390458,6897161
390280,6897181
390271,6897343
390300,6897351
390316,6897121
390322,6897400
390276,6897391
390339,6897159
390441,6896967
390366,6897126
390368,6897017
390079,6896934
390139,6897075
390110,6897719
390228,6897370
390181,6897384
390212,6897300
390191,6897699
390102,6896944
390174,6897079
390214,6897002
390200,6897045
390397,6897379
390096,6897102
390132,6897060
390077,6897370
390124,6896971
390204,6897127
390081,6897412
390162,6897716
390181,6897150
390170,6897264
390138,6897321
390100,6897668
390174,6897563
390085,6897443
390168,6897120
390167,6897236
390097,6897341
390133,6897002
390081,6896950
390121,6897276
390146,6897002
390148,6896935
390172,6897475
390095,6896999
390090,6897614
390152,6897031
390190,6897523
390176,6897020
390138,6896988
390115,6897071
390105,6897589
390230,6897075
390147,6897192
390201,6897019
390164,6896943
390109,6897131
390191,6897225
390180,6897299
390071,6897526
390134,6897528
390126,6897384
390144,6897681
390084,6896978
390109,6897000
390072,6897478
390080,6897312
390132,6897100
390229,6897695
390168,6897738
390206,6897177
390108,6897552
390092,6897475
390100,6897461
390111,6897293
390176,6897527
390162,6897061
390065,6897171
389860,6897157
389827,6897098
390055,6896969
389960,6897058
390041,6897445
390116,6897315
390157,6897166
390166,6897337
390079,6897706
390154,6897110
390218,6897206
390160,6897221
390155,6897352
390138,6897115
390146,6897630
390162,6896971
389905,6897652
389954,6897095
389885,6897158
390040,6897645
389854,6897228
390040,6897568
390039,6897383
389997,6897476
389951,6897631
390054,6897616
390052,6897693
389907,6897561
389911,6897720
389824,6897623
389888,6897663
389995,6897050
389987,6897071
390059,6897351
390024,6897334
390063,6897339
390012,6897014
389898,6897602
389854,6897664
389978,6897734
390043,6897106
389954,6897688
389849,6897690
389999,6896986
389861,6897130
389939,6897644
389839,6897264
389878,6897620
389929,6897676
389853,6897625
389828,6897212
389935,6897594
389914,6897118
389916,6897100
390036,6897399
390065,6897573
389838,6897121
390046,6897061
390018,6897380
389909,6897633
389946,6897063
389934,6897087
389970,6897051
389988,6897650
389892,6897229
389960,6897471
390027,6897674
389930,6897717
389790,6897105
389761,6897103
389805,6897685
389807,6897621
389775,6897093
389797,6897061
389818,6897673
389750,6897108
389815,6897155
389805,6897125
390037,6897518
389983,6897706
390068,6897658
389875,6897203
390036,6896961
390016,6897407
389614,6897244
389422,6897733
389520,6897194
389627,6897244
389612,6897224
389592,6897239
389506,6897173
389606,6897064
389488,6897189
389530,6897217
389612,6897085
389503,6897209
389794,6897082
389490,6897656
389751,6897055
389796,6897680
389776,6897052
389349,6897668
389341,6897732
389256,6897451
389282,6897435
389383,6897728
389364,6897694
389366,6897741
389609,6897260
389551,6897602
389453,6897204
389561,6897236
389184,6897201
389128,6897202
389043,6897211
389106,6897145
389122,6897337
389090,6897226
389142,6897149
389117,6897180
389214,6897440
389136,6897313
389138,6897102
389112,6897266
389146,6897268
389086,6897278
389242,6897155
388657,6897205
388794,6897161
388922,6897289
388896,6897251
388919,6897263
388659,6896956
389245,6897516
389168,6897169
389075,6897073
389247,6897461
389200,6897453
389148,6897299
389015,6897217
389069,6897156
389101,6897206
389075,6897209
388651,6897417
388740,6897347
388633,6897182
388742,6897273
388796,6897072
388664,6897383
388755,6897247
388772,6897346
388691,6897232
388774,6897360
388722,6897273
388684,6897386
388739,6897371
388695,6897437
388164,6897585
388200,6897551
388195,6897586
388642,6896947
388699,6897265
388697,6897288
388718,6897397
388701,6897374
388668,6897279
388747,6897251
388668,6897232
388695,6897407
388697,6897351
388667,6897270
388130,6897615
388121,6897596
388107,6897550
388136,6897603
388180,6897530
388092,6897579
388148,6897568
397882,6896422
397531,6896665
397469,6896569
397472,6896616
397583,6896621
397483,6896592
397636,6896633
397716,6896552
397736,6896527
397723,6896343
397690,6896616
397737,6896356
397921,6896556
397958,6896558
397860,6896405
397897,6896569
397174,6896676
397302,6896588
397353,6896298
397338,6896557
397207,6896426
397196,6896621
397295,6896645
397270,6896615
397331,6896519
397234,6896588
397339,6896492
397373,6896553
397368,6896628
397317,6896608
397471,6896641
397194,6896495
396218,6896218
396209,6896332
396303,6896807
396347,6896831
396745,6896094
396900,6896628
396828,6896631
396840,6896654
396871,6896674
396867,6896632
395211,6896405
395199,6896334
395194,6896475
395217,6896437
395207,6896374
395426,6896134
395391,6896098
395389,6896139
395416,6896109
396190,6896202
396347,6896814
396252,6896171
394879,6896798
394942,6896391
394760,6896876
394903,6896702
394769,6896719
394753,6896243
394731,6896717
394940,6896719
394958,6896751
394784,6896665
394755,6896845
394764,6896700
394871,6896137
394734,6896327
394885,6896846
394806,6896871
394990,6896746
394291,6896752
394281,6896648
394292,6896722
394281,6896624
394294,6896733
394285,6896772
394322,6896647
394710,6896308
394716,6896709
394710,6896258
394864,6896160
394922,6896375
393742,6896740
393494,6896403
393694,6896588
393657,6896375
393505,6896392
393748,6896631
393823,6896828
393754,6896768
393812,6896840
393787,6896814
393813,6896808
394248,6896575
394261,6896622
394243,6896547
394260,6896670
394252,6896636
392717,6896853
392836,6896863
392864,6896854
392686,6896809
393167,6896111
393257,6896836
393192,6896858
393497,6896426
393681,6896370
393524,6896426
393734,6896601
393601,6896325
393626,6896377
393714,6896603
393643,6896394
393648,6896349
393543,6896393
393701,6896610
392227,6896671
392483,6896839
392508,6896803
392085,6896655
392313,6896587
392287,6896665
392510,6896829
392299,6896686
392287,6896595
392646,6896761
392637,6896772
392631,6896698
392567,6896729
392593,6896741
392612,6896777
392868,6896888
391706,6896699
391906,6896633
392025,6896405
391882,6896717
391990,6896405
391976,6896446
392013,6896466
392100,6896673
392012,6896434
392076,6896625
392249,6896670
392107,6896651
392187,6896665
392215,6896646
391644,6896514
391680,6896601
391831,6896716
391786,6896663
391840,6896752
391803,6896730
391810,6896740
391808,6896718
391813,6896580
391793,6896565
391838,6896667
391784,6896750
391748,6896755
391858,6896703
391431,6896795
391393,6896816
391474,6896837
391562,6896737
391676,6896126
391659,6896712
391455,6896855
391619,6896507
391496,6896820
391600,6896733
391519,6896747
391698,6896143
391661,6896682
391636,6896789
391663,6896142
390806,6896158
390786,6896158
390788,6896111
390659,6896203
